predict_date,section,rank_ic,n_obs,horizon,bucket
2021-07-12,raw,-0.06754995055269643,1584,1,
2021-07-13,raw,0.029172725849822896,1587,1,
2021-07-14,raw,0.1614498709455293,1592,1,
2021-07-15,raw,-0.16113775288177987,1601,1,
2021-07-16,raw,0.058930205947489114,1603,1,
2021-07-19,raw,0.008210341746220916,1608,1,
2021-07-20,raw,0.09547531995376023,1608,1,
2021-07-21,raw,0.02676424633047463,1599,1,
2021-07-22,raw,0.1590862935824759,1599,1,
2021-07-23,raw,0.10380514270001565,1600,1,
2021-07-26,raw,-0.22161937510312824,1598,1,
2021-07-27,raw,0.037955973954928286,1607,1,
2021-07-28,raw,0.2297051486750909,1614,1,
2021-07-29,raw,-0.006946228830033813,1616,1,
2021-07-30,raw,0.23025319972136024,1629,1,
2021-08-02,raw,0.23251258372587946,1649,1,
2021-08-03,raw,-0.14122522489823286,1640,1,
2021-08-04,raw,0.0895765321496224,1647,1,
2021-08-05,raw,-0.10033309589296843,1655,1,
2021-08-06,raw,0.13570406057472773,1659,1,
2021-08-09,raw,0.03871502247815849,1659,1,
2021-08-10,raw,-0.11967983359359195,1659,1,
2021-08-11,raw,-0.04227330134385433,1661,1,
2021-08-12,raw,-0.046031981902521946,1666,1,
2021-08-13,raw,0.20404671198485397,1668,1,
2021-08-16,raw,0.043376325621488694,1673,1,
2021-08-17,raw,-0.1312401689852062,1692,1,
2021-08-18,raw,0.0917273590479167,1688,1,
2021-08-19,raw,-0.0682220537279307,1690,1,
2021-08-20,raw,0.13864531286799114,1687,1,
2021-08-23,raw,-0.029959287871082818,1694,1,
2021-08-24,raw,-0.09363718564982218,1699,1,
2021-08-25,raw,-0.060657582161323845,1701,1,
2021-08-26,raw,-0.18730306529102625,1719,1,
2021-08-27,raw,-0.11132640882848636,1735,1,
2021-08-30,raw,-0.12078400384636448,1752,1,
2021-08-31,raw,0.30846120850118913,1755,1,
2021-09-01,raw,-0.345687673031762,1774,1,
2021-09-02,raw,0.28208004218444904,1769,1,
2021-09-03,raw,0.22530467286614728,1804,1,
2021-09-06,raw,-0.23451718998866625,1822,1,
2021-09-07,raw,0.025336889304270343,1842,1,
2021-09-08,raw,-0.12214814554835399,1859,1,
2021-09-09,raw,0.2057812163373392,1872,1,
2021-09-10,raw,-0.17716219577562478,1885,1,
2021-09-13,raw,0.029670026650583832,1893,1,
2021-09-14,raw,0.021378742923886293,1901,1,
2021-09-15,raw,-0.12449900700511904,1905,1,
2021-09-16,raw,0.09816710939405854,1906,1,
2021-09-17,raw,-0.15898091663302813,1918,1,
2021-09-22,raw,-0.06310010384823392,1913,1,
2021-09-23,raw,0.13865569005112588,1934,1,
2021-09-24,raw,-0.1414652377168872,1931,1,
2021-09-27,raw,0.014014782345210553,1924,1,
2021-09-28,raw,-0.0649425796723026,1919,1,
2021-09-29,raw,0.3217884754154918,1893,1,
2021-09-30,raw,-0.005232998474897728,1883,1,
2021-10-08,raw,0.051409948754544174,1886,1,
2021-10-11,raw,-0.0578427031223429,1883,1,
2021-10-12,raw,0.13053981445525628,1866,1,
2021-10-13,raw,0.20655159272331672,1834,1,
2021-10-14,raw,0.1808888350419755,1824,1,
2021-10-15,raw,0.1540421910305948,1803,1,
2021-10-18,raw,0.08989385438312789,1778,1,
2021-10-19,raw,-0.06938497448552015,1754,1,
2021-10-20,raw,-0.008513250924113376,1738,1,
2021-10-21,raw,0.1819129618676035,1728,1,
2021-10-22,raw,0.19692690417891437,1713,1,
2021-10-25,raw,0.0928269350693502,1696,1,
2021-10-26,raw,0.006145129573545395,1681,1,
2021-10-27,raw,-0.03824768825180215,1672,1,
2021-10-28,raw,0.053540797087883125,1662,1,
2021-10-29,raw,0.00754843136369293,1652,1,
2021-11-01,raw,0.24778637176112608,1649,1,
2021-11-02,raw,-0.0216121093020608,1650,1,
2021-11-03,raw,0.06998236921454694,1625,1,
2021-11-04,raw,0.22733781228147515,1635,1,
2021-11-05,raw,0.060445931193129535,1634,1,
2021-11-08,raw,-0.0237679798639333,1627,1,
2021-11-09,raw,-0.04435401257184769,1622,1,
2021-11-10,raw,0.0012394710731968843,1624,1,
2021-11-11,raw,0.1218248100818734,1630,1,
2021-11-12,raw,-0.07940462057247076,1630,1,
2021-11-15,raw,0.10943499740416353,1642,1,
2021-11-16,raw,-0.14360387736765454,1661,1,
2021-11-17,raw,0.008237212838799505,1674,1,
2021-11-18,raw,-0.12216241217160585,1679,1,
2021-11-19,raw,-0.0072731694842299325,1690,1,
2021-11-22,raw,0.009712801952598285,1700,1,
2021-11-23,raw,0.047318048124944015,1698,1,
2021-11-24,raw,0.12139168196323273,1709,1,
2021-11-25,raw,0.006001891157135457,1712,1,
2021-11-26,raw,-0.10477646592333358,1723,1,
2021-11-29,raw,0.04998270267987804,1739,1,
2021-11-30,raw,-0.08642711953672957,1741,1,
2021-12-01,raw,0.13607959560059707,1760,1,
2021-12-02,raw,0.11759518409986959,1772,1,
2021-12-03,raw,0.1061875634856298,1789,1,
2021-12-06,raw,-0.1629357783289763,1806,1,
2021-12-07,raw,0.2314886919982553,1830,1,
2021-12-08,raw,-0.10251349033501794,1835,1,
2021-12-09,raw,0.0715673112296805,1856,1,
2021-12-10,raw,0.029048139570110945,1868,1,
2021-12-13,raw,-0.03472739722671868,1874,1,
2021-12-14,raw,-0.13374898229635207,1888,1,
2021-12-15,raw,-0.07701022776985333,1903,1,
2021-12-16,raw,-0.10080684354697982,1921,1,
2021-12-17,raw,-0.12638216701412863,1933,1,
2021-12-20,raw,-0.13352641880342703,1941,1,
2021-12-21,raw,0.10899466455983095,1979,1,
2021-12-22,raw,0.11619791456646303,2012,1,
2021-12-23,raw,0.13448743693903575,2028,1,
2021-12-24,raw,-0.083123019313431,2031,1,
2021-12-27,raw,0.1858048308707763,2032,1,
2021-12-28,raw,-0.10644897982545042,2039,1,
2021-12-29,raw,0.0058274114620663715,2040,1,
2021-12-30,raw,0.07589576096303706,2043,1,
2021-12-31,raw,-0.34770526672781515,2057,1,
2022-01-04,raw,-0.18368200665591886,2094,1,
2022-01-05,raw,-0.03727160015485644,2102,1,
2022-01-06,raw,-0.03064374049353548,2110,1,
2022-01-07,raw,-0.04119565345373102,2129,1,
2022-01-10,raw,-0.22539688981535186,2144,1,
2022-01-11,raw,0.2850206012005463,2151,1,
2022-01-12,raw,-0.3024535020287071,2148,1,
2022-01-13,raw,0.3665990915193517,2162,1,
2022-01-14,raw,0.12624968572675135,2150,1,
2022-01-17,raw,0.1735802866910988,2131,1,
2022-01-18,raw,-0.24070438929125157,2153,1,
2022-01-19,raw,-0.1519893510362169,2144,1,
2022-01-20,raw,-0.0006246230534716868,2148,1,
2022-01-21,raw,0.25816136370837706,2137,1,
2022-01-24,raw,-0.01735594059851691,2121,1,
2022-01-25,raw,-0.020031112227198607,2112,1,
2022-01-26,raw,-0.22112492313496462,2114,1,
2022-01-27,raw,-0.021019092312727937,2101,1,
2022-01-28,raw,-0.2924189577074408,2099,1,
2022-02-07,raw,-0.1834308060768788,2091,1,
2022-02-08,raw,0.22313742636195955,2075,1,
2022-02-09,raw,-0.34929517227798057,2058,1,
2022-02-10,raw,-0.39142560744861343,2054,1,
2022-02-11,raw,0.2608724492033366,2024,1,
2022-02-14,raw,0.33679578015431944,2019,1,
2022-02-15,raw,0.02612542680696646,1995,1,
2022-02-16,raw,0.09919448537892091,1987,1,
2022-02-17,raw,-0.23847753511261655,1973,1,
2022-02-18,raw,0.0180228591372707,1944,1,
2022-02-21,raw,-0.0689854041348832,1928,1,
2022-02-22,raw,0.3220347848481038,1905,1,
2022-02-23,raw,0.06488621497485406,1904,1,
2022-02-24,raw,0.12641025521240534,1919,1,
2022-02-25,raw,-0.015733229692498834,1915,1,
2022-02-28,raw,0.03666391568812766,1925,1,
2022-03-01,raw,0.0527687400369231,1912,1,
2022-03-02,raw,0.09912161082343694,1927,1,
2022-03-03,raw,0.02954563669015088,1941,1,
2022-03-04,raw,-0.190142497451866,1946,1,
2022-03-07,raw,-0.030910782622666406,1939,1,
2022-03-08,raw,0.05096030434514063,1942,1,
2022-03-09,raw,0.08337907996460983,1957,1,
2022-03-10,raw,0.04024397918267978,1980,1,
2022-03-11,raw,-0.16690901041167622,1974,1,
2022-03-14,raw,-0.06500985976371318,1983,1,
2022-03-15,raw,-0.035840842576981745,1970,1,
2022-03-16,raw,0.13132478602244438,1977,1,
2022-03-17,raw,-0.05218990037535027,1998,1,
2022-03-18,raw,0.036752571391229526,2002,1,
2022-03-21,raw,-0.08034893452921356,1996,1,
2022-03-22,raw,0.08114557237527395,2018,1,
2022-03-23,raw,-0.11595233249801594,2013,1,
2022-03-24,raw,-0.1657817870116058,1991,1,
2022-03-25,raw,-0.15112632253658065,1992,1,
2022-03-28,raw,-0.20413267302691832,2000,1,
2022-03-29,raw,0.051739639669215354,2001,1,
2022-03-30,raw,-0.22954868024137515,2004,1,
2022-03-31,raw,-0.09394700528903689,2013,1,
2022-04-01,raw,-0.22681133500167167,2009,1,
2022-04-06,raw,-0.0979935200654997,2012,1,
2022-04-07,raw,-0.28656025541550223,2003,1,
2022-04-08,raw,-0.20866859627223724,1980,1,
2022-04-11,raw,0.048961935255950766,1980,1,
2022-04-12,raw,-0.1785788623255955,1987,1,
2022-04-13,raw,-0.1959673299489638,1987,1,
2022-04-14,raw,0.03547976016334412,1978,1,
2022-04-15,raw,0.2890624458624133,1970,1,
2022-04-18,raw,-0.0330829965136795,1962,1,
2022-04-19,raw,-0.0059959608073359375,1947,1,
2022-04-20,raw,-0.19237341093817883,1944,1,
2022-04-21,raw,-0.17364137613232972,1951,1,
2022-04-22,raw,-0.34058558397391037,1949,1,
2022-04-25,raw,-0.09578627748598108,1915,1,
2022-04-26,raw,0.3006166263869343,1883,1,
2022-04-27,raw,-0.237102397156256,1899,1,
2022-04-28,raw,0.27314105574520203,1885,1,
2022-04-29,raw,0.04540238709237159,1896,1,
2022-05-05,raw,0.029228041180733584,1902,1,
2022-05-06,raw,0.07433888925335863,1880,1,
2022-05-09,raw,-0.08222675161433979,1887,1,
2022-05-10,raw,0.0935190676877128,1877,1,
2022-05-11,raw,0.06441868243485993,1877,1,
2022-05-12,raw,-0.01195646644031426,1864,1,
2022-05-13,raw,-0.020000722363448617,1854,1,
2022-05-16,raw,0.07364445945446094,1857,1,
2022-05-17,raw,0.1042398719946729,1854,1,
2022-05-18,raw,-0.05722669982231069,1844,1,
2022-05-19,raw,0.10438071474238325,1855,1,
2022-05-20,raw,0.048499618538164965,1858,1,
2022-05-23,raw,0.031163880696942085,1861,1,
2022-05-24,raw,0.05652101766372257,1853,1,
2022-05-25,raw,0.08512065604586601,1868,1,
2022-05-26,raw,0.029597546448198973,1853,1,
2022-05-27,raw,0.09123040728951849,1846,1,
2022-05-30,raw,0.13280692492302695,1862,1,
2022-05-31,raw,0.037135786219654195,1884,1,
2022-06-01,raw,0.06081018695516249,1888,1,
2022-06-02,raw,0.07720877632475026,1884,1,
2022-06-06,raw,0.044095724818291014,1907,1,
2022-06-07,raw,7.077820709401498e-05,1925,1,
2022-06-08,raw,-0.11858409030844554,1930,1,
2022-06-09,raw,0.06319630909482678,1923,1,
2022-06-10,raw,0.15469938317941032,1938,1,
2022-06-13,raw,0.11924406539335161,1945,1,
2022-06-14,raw,0.0414290178280386,1953,1,
2022-06-15,raw,0.04717051919106596,1978,1,
2022-06-16,raw,0.18236924919117842,1983,1,
2022-06-17,raw,-0.10940908838579681,1986,1,
2022-06-20,raw,-0.07085856888959961,1996,1,
2022-06-21,raw,-0.0065806627834008955,2017,1,
2022-06-22,raw,-0.0037893297129740116,2007,1,
2022-06-23,raw,0.04917981976701245,2021,1,
2022-06-24,raw,0.02043265733073299,2030,1,
2022-06-27,raw,-0.0014599727750514134,2052,1,
2022-06-28,raw,-0.041679359157196276,2060,1,
2022-06-29,raw,0.06966641253500884,2073,1,
2022-06-30,raw,0.0824152398696008,2077,1,
2022-07-01,raw,0.03590633441346477,2088,1,
2022-07-04,raw,0.10486236096629947,2095,1,
2022-07-05,raw,-0.06402553749489245,2102,1,
2022-07-06,raw,-0.08878894633867856,2089,1,
2022-07-07,raw,-0.13193042203599273,2089,1,
2022-07-08,raw,-0.11251189349342551,2092,1,
2022-07-11,raw,-0.03326131419936084,2104,1,
2022-07-12,raw,-0.12085391782395623,2095,1,
2022-07-13,raw,0.11930021100791674,2098,1,
2022-07-14,raw,0.11572215860764974,2086,1,
2022-07-15,raw,-0.1818349792183821,2073,1,
2022-07-18,raw,-0.05415991017391393,2082,1,
2022-07-19,raw,-0.03597849732446347,2076,1,
2022-07-20,raw,-0.06702567969765957,2085,1,
2022-07-21,raw,-0.0812076503477595,2081,1,
2022-07-22,raw,-0.040792330506603316,2070,1,
2022-07-25,raw,0.008737528979735447,2049,1,
2022-07-26,raw,0.16715851605990534,2041,1,
2022-07-27,raw,-0.03436750321732917,2022,1,
2022-07-28,raw,0.05280556525464589,2018,1,
2022-07-29,raw,0.14656208750057537,2013,1,
2022-08-01,raw,0.049296151107132834,2008,1,
2022-08-02,raw,-0.04253609940937165,2009,1,
2022-08-03,raw,-0.0027386536099160033,2002,1,
2022-08-04,raw,0.03892107429401078,2013,1,
2022-08-05,raw,0.1705292444457822,2021,1,
2022-08-08,raw,0.14257928426399574,2025,1,
2022-08-09,raw,-0.022023196399893086,2022,1,
2022-08-10,raw,-0.033096870403511246,2011,1,
2022-08-11,raw,0.09608985212015292,2023,1,
2022-08-12,raw,-0.0581149208634132,2025,1,
2022-08-15,raw,-0.11618809537611788,2015,1,
2022-08-16,raw,-0.06364675721709824,2017,1,
2022-08-17,raw,0.07281335214637705,2014,1,
2022-08-18,raw,-0.003885782173349942,2015,1,
2022-08-19,raw,0.1236546350489236,2013,1,
2022-08-22,raw,-0.052660199771751556,2027,1,
2022-08-23,raw,-0.07354974974848548,2030,1,
2022-08-24,raw,-0.19583508095987043,2035,1,
2022-08-25,raw,0.09344043933182117,2041,1,
2022-08-26,raw,0.16837853201210473,2041,1,
2022-08-29,raw,0.08886064351797654,2046,1,
2022-08-30,raw,-0.125943953068882,2028,1,
2022-08-31,raw,-0.04597094423799757,2040,1,
2022-09-01,raw,0.29170188604937,2057,1,
2022-09-02,raw,-0.0931298061823463,2062,1,
2022-09-05,raw,0.18432482770823233,2074,1,
2022-09-06,raw,0.1710569825280014,2090,1,
2022-09-07,raw,-0.08431349670999645,2091,1,
2022-09-08,raw,-0.15543265524182762,2088,1,
2022-09-09,raw,0.06712742738433207,2085,1,
2022-09-13,raw,-0.12088249796250095,2093,1,
2022-09-14,raw,-0.509133036916041,2079,1,
2022-09-15,raw,0.270765224587416,2069,1,
2022-09-16,raw,-0.04542389245834904,2064,1,
2022-09-19,raw,0.29346084425599267,2040,1,
2022-09-20,raw,-0.2213741741702053,2036,1,
2022-09-21,raw,0.1175591134878994,2037,1,
2022-09-22,raw,-0.2135339245428237,1995,1,
2022-09-23,raw,0.32905053924076455,1974,1,
2022-09-26,raw,0.044016661054699154,1949,1,
2022-09-27,raw,-0.24728738623098245,1942,1,
2022-09-28,raw,0.10687365029181337,1916,1,
2022-09-29,raw,-0.38367739904202514,1879,1,
2022-09-30,raw,-0.2903844622873104,1850,1,
2022-10-10,raw,0.10884300058108382,1834,1,
2022-10-11,raw,0.20462996305278747,1822,1,
2022-10-12,raw,0.12449634998826802,1806,1,
2022-10-13,raw,0.15282948312156971,1797,1,
2022-10-14,raw,-0.0744147015207101,1784,1,
2022-10-17,raw,0.05783670012167725,1783,1,
2022-10-18,raw,-0.056043157102240435,1765,1,
2022-10-19,raw,-0.010856693583813639,1768,1,
2022-10-20,raw,0.09772623568989827,1757,1,
2022-10-21,raw,0.08727783665554358,1737,1,
2022-10-24,raw,0.05928744746368286,1754,1,
2022-10-25,raw,0.1288621858791737,1759,1,
2022-10-26,raw,-0.012449283548355353,1771,1,
2022-10-27,raw,-0.020699154011674797,1797,1,
2022-10-28,raw,0.048718735765152996,1800,1,
2022-10-31,raw,0.17360943030401246,1806,1,
2022-11-01,raw,-0.027781646516351958,1823,1,
2022-11-02,raw,-0.03165505438918807,1841,1,
2022-11-03,raw,-0.010273269952440902,1856,1,
2022-11-04,raw,0.04167398942162849,1876,1,
2022-11-07,raw,0.03076000713099598,1892,1,
2022-11-08,raw,0.0579430723268377,1899,1,
2022-11-09,raw,0.04960271869549883,1905,1,
2022-11-10,raw,0.22893171078600838,1905,1,
2022-11-11,raw,-0.04362908374115284,1932,1,
2022-11-14,raw,0.21279089602923312,1941,1,
2022-11-15,raw,0.11749165575998344,1953,1,
2022-11-16,raw,-0.20576129987239117,1970,1,
2022-11-17,raw,0.04670509221637481,1980,1,
2022-11-18,raw,0.13595837594239218,1992,1,
2022-11-21,raw,0.16667773615399772,1990,1,
2022-11-22,raw,0.09808597088708478,1999,1,
2022-11-23,raw,0.10223515850548597,1994,1,
2022-11-24,raw,-0.15831246048205633,2009,1,
2022-11-25,raw,-0.041969373453945,2012,1,
2022-11-28,raw,-0.042750795194516335,2001,1,
2022-11-29,raw,0.05368606238649701,2021,1,
2022-11-30,raw,0.17842282356958458,2032,1,
2022-12-01,raw,0.12524369438523816,2051,1,
2022-12-02,raw,-0.1277280591004631,2041,1,
2022-12-05,raw,-0.11650436704101162,2054,1,
2022-12-06,raw,0.14784588316656333,2049,1,
2022-12-07,raw,-0.08616856797528023,2063,1,
2022-12-08,raw,-0.014648022607770999,2069,1,
2022-12-09,raw,0.17328559065370364,2063,1,
2022-12-12,raw,0.11665353568346476,2058,1,
2022-12-13,raw,0.0015304139187341085,2046,1,
2022-12-14,raw,0.037669670655669035,2041,1,
2022-12-15,raw,0.0008254716410501028,2035,1,
2022-12-16,raw,0.05265436013884555,2026,1,
2022-12-19,raw,-0.2047201410548714,2021,1,
2022-12-20,raw,0.0544153878005577,2004,1,
2022-12-21,raw,0.004413669552468156,1988,1,
2022-12-22,raw,0.033721129431105626,1978,1,
2022-12-23,raw,0.2209747673100812,1975,1,
2022-12-26,raw,0.04490702990502049,1960,1,
2022-12-27,raw,-0.04922875531846834,1938,1,
2022-12-28,raw,0.1465098804643501,1924,1,
2022-12-29,raw,-0.09486856841642415,1879,1,
2022-12-30,raw,-0.01296602299628635,1861,1,
2023-01-03,raw,-0.1046573374639896,1834,1,
2023-01-04,raw,0.14379847315825386,1823,1,
2023-01-05,raw,0.12894582187234743,1806,1,
2023-01-06,raw,0.023164194904104148,1794,1,
2023-01-09,raw,0.20325067904490077,1776,1,
2023-01-10,raw,0.04716600913223698,1763,1,
2023-01-11,raw,0.05451213541577554,1750,1,
2023-01-12,raw,0.015554372462493572,1746,1,
2023-01-13,raw,-0.05882117676863202,1742,1,
2023-01-16,raw,0.13310570946536482,1745,1,
2023-01-17,raw,-0.08502806443756919,1732,1,
2023-01-18,raw,0.04896487448661789,1742,1,
2023-01-19,raw,-0.20762017917459155,1753,1,
2023-01-20,raw,-0.23580336208204916,1769,1,
2023-01-30,raw,-0.07634327972683357,1811,1,
2023-01-31,raw,-0.017574661893538377,1823,1,
2023-02-01,raw,-0.03306780943512577,1855,1,
2023-02-02,raw,0.07376868128614726,1879,1,
2023-02-03,raw,-0.06808893020473898,1896,1,
2023-02-06,raw,-0.10822848356504514,1906,1,
2023-02-07,raw,-0.03348616513523329,1912,1,
2023-02-08,raw,-0.03116054273255222,1919,1,
2023-02-09,raw,0.11568183160678575,1933,1,
2023-02-10,raw,-0.06131642104403844,1948,1,
2023-02-13,raw,0.048614331770042235,1954,1,
2023-02-14,raw,-0.01905167579698425,1971,1,
2023-02-15,raw,0.028241126971012855,1985,1,
2023-02-16,raw,0.08771098803686199,2010,1,
2023-02-17,raw,0.11742839344585888,2026,1,
2023-02-20,raw,-0.028630161292239952,2037,1,
2023-02-21,raw,-0.06644726948848362,2061,1,
2023-02-22,raw,-0.013702019453185258,2069,1,
2023-02-23,raw,-0.003740339319777972,2078,1,
2023-02-24,raw,0.05781230404163134,2078,1,
2023-02-27,raw,0.037080409473709997,2057,1,
2023-02-28,raw,-0.10814945437182129,2056,1,
2023-03-01,raw,0.25405383269884096,2047,1,
2023-03-02,raw,0.2143276898920646,2057,1,
2023-03-03,raw,-0.10486162947002993,2059,1,
2023-03-06,raw,0.18569288644111046,2058,1,
2023-03-07,raw,-0.14880858010645687,2076,1,
2023-03-08,raw,-0.002685124824262111,2065,1,
2023-03-09,raw,-0.06837175080294121,2056,1,
2023-03-10,raw,0.22982909878309646,2047,1,
2023-03-13,raw,-0.11225993067981159,2031,1,
2023-03-14,raw,-0.151423333061558,2027,1,
2023-03-15,raw,0.01447321431783071,2024,1,
2023-03-16,raw,0.025216110781052622,1980,1,
2023-03-17,raw,-0.08843269281502271,1970,1,
2023-03-20,raw,0.1241240273361949,1960,1,
2023-03-21,raw,0.09424883689901033,1945,1,
2023-03-22,raw,0.19051970270902982,1946,1,
2023-03-23,raw,0.07688802095548052,1936,1,
2023-03-24,raw,0.06594825815108461,1929,1,
2023-03-27,raw,-0.10602704782643009,1919,1,
2023-03-28,raw,0.08067634946204823,1922,1,
2023-03-29,raw,-0.1846965200109239,1908,1,
2023-03-30,raw,0.12381053447621836,1892,1,
2023-03-31,raw,0.09704681131186117,1886,1,
2023-04-03,raw,0.19187903740975024,1882,1,
2023-04-04,raw,0.004374338060223932,1863,1,
2023-04-06,raw,-0.12092497494996955,1867,1,
