backtest_label,backtest_id,variant,total_return,cagr,annual_vol,contract_sharpe,max_drawdown,max_drawdown_peak_date,max_drawdown_trough_date,calmar,crunch_start,crunch_end,crunch_return,crunch_benchmark_return,crunch_excess_return,return_period_count,nav_row_count,max_drawdown_peak_date_before,max_drawdown_peak_date_after,max_drawdown_trough_date_before,max_drawdown_trough_date_after,max_drawdown_dates_moved
true5y_research_baseline,bt_s1_annual_roll_continuous_true5y_2021_2026_n20_w075_v20260611_01,before_raw_official,0.9659144160730104,0.13852596798718397,0.22799298485417283,0.6075887294329996,-0.37189972934558946,2023-06-20,2024-02-07,0.372482034958563,2024-01-01,2024-02-07,-0.3518497160432601,-0.1850421485653686,-0.1668075674778915,1313,1314,,,,,
true5y_research_baseline,bt_s1_annual_roll_continuous_true5y_2021_2026_n20_w075_v20260611_01,after_hfq_total_return_proxy,1.139537478701691,0.15717027517089632,0.2279857089697255,0.6893865228709013,-0.367622935487929,2023-09-04,2024-02-07,0.4275312011267508,2024-01-01,2024-02-07,-0.3518497160432601,-0.1850421485653686,-0.1668075674778915,1313,1314,,,,,
true5y_research_baseline,bt_s1_annual_roll_continuous_true5y_2021_2026_n20_w075_v20260611_01,delta_after_minus_before,0.17362306262868055,0.01864430718371235,-7.2758844473219675e-06,0.08179779343790172,0.004276793857660444,,,0.05504916616818778,,,0.0,,0.0,1313,1314,2023-06-20,2023-09-04,2024-02-07,2024-02-07,True
effective_window_historical_reference,bt_s1_annual_roll_continuous_2021_2026_n20_w075_v20260610_02,before_raw_official,0.807920888746015,0.12036528993503293,0.22772840385342924,0.5285475500566128,-0.4548151193656952,2023-06-16,2024-02-07,0.2646466329063545,2024-01-01,2024-02-07,-0.3783409498908158,-0.1850421485653686,-0.1932988013254472,1313,1314,,,,,
effective_window_historical_reference,bt_s1_annual_roll_continuous_2021_2026_n20_w075_v20260610_02,after_hfq_total_return_proxy,0.9397826635080047,0.13560566685761777,0.22750154242859752,0.5960648240447788,-0.4499199852650462,2023-06-16,2024-02-07,0.30139951835598716,2024-01-01,2024-02-07,-0.3783409498908158,-0.1850421485653686,-0.1932988013254472,1313,1314,,,,,
effective_window_historical_reference,bt_s1_annual_roll_continuous_2021_2026_n20_w075_v20260610_02,delta_after_minus_before,0.13186177476198968,0.015240376922584842,-0.00022686142483172023,0.06751727398816598,0.004895134100649012,,,0.03675288544963268,,,0.0,,0.0,1313,1314,2023-06-16,2023-06-16,2024-02-07,2024-02-07,False
